"Location ID","Location Name","Location Group","Location Type","Sensor ID","Place Open","Local Date/Time","UTC Date/Time","# of aggregated records","PM2.5 (μg/m³) raw","PM2.5 (μg/m³) corrected","0.3μm particle count","CO2 (ppm) raw","CO2 (ppm) corrected","Temperature (°C) raw","Temperature (°C) corrected","Heat Index (°C)","Humidity (%) raw","Humidity (%) corrected","TVOC (ppb)","TVOC index","NOX index","PM1 (μg/m³)","PM10 (μg/m³)"
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-06-09 00:00:00","2025-06-09T00:00:00.000Z",1374,12.9,12.9,522,403,403,25.9,25.5,26.6,60,82,102,104,1,4.7,21.5
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-06-08 00:00:00","2025-06-08T00:00:00.000Z",1390,11.3,11.3,470,410,410,26.9,26.6,28.5,56,78,94,97,1,3.7,20.2
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-06-07 00:00:00","2025-06-07T00:00:00.000Z",1393,14.9,14.9,529,414,414,27.4,27.2,29.3,54,75,86,90,1,4.7,25.5
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-06-06 00:00:00","2025-06-06T00:00:00.000Z",1374,20.7,20.7,664,413,413,26.9,26.7,28.8,57,79,116,115,1,7,31.5
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-06-05 00:00:00","2025-06-05T00:00:00.000Z",1378,39.4,39.4,1209,406,406,26.8,26.6,28.8,62,86,106,109,1,20.1,63.8
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-06-04 00:00:00","2025-06-04T00:00:00.000Z",1385,40.3,40.3,1248,415,415,27.9,27.8,30.3,53,74,213,188,1,19.2,66.4
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-06-03 00:00:00","2025-06-03T00:00:00.000Z",1371,18.1,18.1,630,411,411,25.3,24.7,25.3,60,82,73,75,1,6.5,26.2
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-06-02 00:00:00","2025-06-02T00:00:00.000Z",1394,20.8,20.8,737,413,413,25.8,25.4,26.5,61,84,98,101,1,9.3,27.1
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-06-01 00:00:00","2025-06-01T00:00:00.000Z",1380,14.5,14.5,598,417,417,26.2,25.8,27.2,59,81,122,124,1,7.1,21.7
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-31 00:00:00","2025-05-31T00:00:00.000Z",1375,20.2,20.2,743,415,415,25.7,25.3,26.3,60,83,164,154,1,10,27.8
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-30 00:00:00","2025-05-30T00:00:00.000Z",1388,14.2,14.2,557,410,410,25.2,24.6,25.2,58,81,89,92,1,5.2,23
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-29 00:00:00","2025-05-29T00:00:00.000Z",1377,18.1,18.1,590,405,405,26,25.6,26.6,55,76,81,83,1,5.6,29.8
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-28 00:00:00","2025-05-28T00:00:00.000Z",1375,19.4,19.4,656,399,399,26,25.6,26.7,56,78,115,116,2,7,28
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-27 00:00:00","2025-05-27T00:00:00.000Z",1384,21.7,21.7,688,414,414,30.4,30.7,33.4,39,56,214,176,1,7.3,35.7
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-26 00:00:00","2025-05-26T00:00:00.000Z",1388,11,11,501,409,409,26.2,25.8,27.2,54,76,110,110,1,4.5,19.1
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-25 00:00:00","2025-05-25T00:00:00.000Z",1370,18.1,18.1,666,405,405,24.4,23.7,24,63,86,85,88,1,8.1,25.1
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-24 00:00:00","2025-05-24T00:00:00.000Z",1384,22.5,22.5,803,404,404,24.8,24.2,24.6,63,87,134,133,1,12.2,30.1
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-23 00:00:00","2025-05-23T00:00:00.000Z",1369,21.6,21.6,756,405,405,26,25.6,26.9,58,80,74,75,2,10.1,31.3
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-22 00:00:00","2025-05-22T00:00:00.000Z",1390,16.4,16.4,582,407,407,26.4,26.1,27.1,50,71,118,118,1,5.3,27.5
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-21 00:00:00","2025-05-21T00:00:00.000Z",1391,18.6,18.6,605,409,409,25.6,25.1,26,55,77,150,143,1,5.9,33
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-20 00:00:00","2025-05-20T00:00:00.000Z",1391,11,11,467,407,407,24.6,23.9,24.2,56,78,120,123,1,3.4,21.9
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-19 00:00:00","2025-05-19T00:00:00.000Z",1390,8.2,8.2,416,408,408,24.3,23.6,23.9,55,77,144,141,1,2.7,16.9
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-18 00:00:00","2025-05-18T00:00:00.000Z",1371,8,8,438,404,404,23.7,22.9,23,56,78,139,133,1,3.2,14.1
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-17 00:00:00","2025-05-17T00:00:00.000Z",1387,6,6,359,403,403,24,23.2,23.2,54,76,166,152,1,1.9,11.7
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-16 00:00:00","2025-05-16T00:00:00.000Z",1393,14.2,14.2,479,405,405,24.5,23.8,24.1,52,73,140,139,1,3.4,27.7
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-15 00:00:00","2025-05-15T00:00:00.000Z",1392,24.8,24.8,702,405,405,24.9,24.2,24.5,49,69,143,142,1,7.5,44.4
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-14 00:00:00","2025-05-14T00:00:00.000Z",1382,15.8,15.8,511,408,408,24.1,23.3,23.6,53,74,327,226,2,4.1,31.1
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-13 00:00:00","2025-05-13T00:00:00.000Z",1389,4.5,4.5,276,409,409,24.2,23.4,23.6,55,76,105,100,1,0.7,10.1
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-12 00:00:00","2025-05-12T00:00:00.000Z",704,3.4,3.4,250,411,411,25.3,24.8,25.3,52,73,133,132,1,0.4,8.3
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-10 00:00:00","2025-05-10T00:00:00.000Z",668,1.7,1.7,210,408,408,23.1,22.2,22.2,54,76,112,104,2,0.3,3.9
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-09 00:00:00","2025-05-09T00:00:00.000Z",1391,3.6,3.6,282,408,408,24.1,23.4,23.7,55,77,127,123,1,0.9,7.3
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-08 00:00:00","2025-05-08T00:00:00.000Z",1390,4.9,4.9,318,412,412,24.5,23.9,24.1,52,72,124,121,1,1.1,10.9
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-07 00:00:00","2025-05-07T00:00:00.000Z",1385,3.7,3.7,284,413,413,25.1,24.5,24.9,51,72,72,74,2,0.7,7.7
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-06 00:00:00","2025-05-06T00:00:00.000Z",1389,9.8,9.8,359,418,418,27.8,27.7,28.9,41,59,137,135,1,1.4,22.3
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-05 00:00:00","2025-05-05T00:00:00.000Z",1391,4.7,4.7,311,416,416,26.2,25.8,26.4,45,64,104,100,1,1.2,9.7
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-04 00:00:00","2025-05-04T00:00:00.000Z",1391,4.8,4.8,291,420,420,26.7,26.4,27.1,46,65,108,110,1,0.8,10.9
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-03 00:00:00","2025-05-03T00:00:00.000Z",1390,8.2,8.2,375,418,418,24.9,24.2,24.6,53,74,152,148,1,2,18.2
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-02 00:00:00","2025-05-02T00:00:00.000Z",1391,8,8,373,416,416,23.6,22.8,22.9,55,77,133,132,1,2,17
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-05-01 00:00:00","2025-05-01T00:00:00.000Z",1390,15.1,15.1,492,415,415,23.5,22.6,22.7,57,79,108,105,1,3.6,28.6
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-30 00:00:00","2025-04-30T00:00:00.000Z",1370,28.9,28.9,833,414,414,23.8,23,23,57,79,101,99,1,10.2,50.3
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-29 00:00:00","2025-04-29T00:00:00.000Z",1384,16.9,16.9,598,410,410,23.7,22.9,23,58,81,112,110,2,5.9,27.3
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-28 00:00:00","2025-04-28T00:00:00.000Z",1298,25.1,25.1,840,408,408,24.5,23.9,24.1,59,82,148,143,1,11.2,35.4
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-27 00:00:00","2025-04-27T00:00:00.000Z",1274,19.5,19.5,621,402,402,24.8,24.2,24.5,57,80,105,108,1,6.1,30.1
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-26 00:00:00","2025-04-26T00:00:00.000Z",1311,20.8,20.8,692,400,400,25,24.4,24.6,51,72,169,161,1,7.7,33
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-25 00:00:00","2025-04-25T00:00:00.000Z",1381,12.4,12.4,453,401,401,26,25.6,26.2,47,66,93,94,1,2.9,24.5
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-24 00:00:00","2025-04-24T00:00:00.000Z",1401,11.7,11.7,449,403,403,26.3,26,26.6,45,65,86,88,2,3.1,22.5
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-23 00:00:00","2025-04-23T00:00:00.000Z",1353,15.7,15.7,610,403,403,26.5,26.2,27,46,65,121,105,2,5.2,27.6
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-22 00:00:00","2025-04-22T00:00:00.000Z",1292,6.4,6.4,331,412,412,28.2,28.2,29.6,42,60,108,102,2,1.4,14.3
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-21 00:00:00","2025-04-21T00:00:00.000Z",1358,4.7,4.7,268,415,415,29.5,29.7,31.1,37,53,137,132,1,0.5,12.8
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-20 00:00:00","2025-04-20T00:00:00.000Z",1305,16.8,16.8,552,409,409,25.8,25.4,26.2,49,69,127,123,1,4.8,31
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-19 00:00:00","2025-04-19T00:00:00.000Z",1395,12,12,495,406,406,23.9,23.2,23.3,55,77,143,139,1,4.1,22.2
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-18 00:00:00","2025-04-18T00:00:00.000Z",1379,14.2,14.2,491,406,406,24.1,23.3,23.5,54,76,105,105,1,3.7,27.9
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-17 00:00:00","2025-04-17T00:00:00.000Z",1387,30,30,845,407,407,24.6,23.9,24.1,50,71,109,109,1,10.2,51.9
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-16 00:00:00","2025-04-16T00:00:00.000Z",1394,22.5,22.5,652,411,411,25,24.4,24.8,49,69,110,110,1,6.6,40
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-15 00:00:00","2025-04-15T00:00:00.000Z",1385,12.2,12.2,442,411,411,24.4,23.7,24,53,73,135,136,1,2.8,24.8
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-14 00:00:00","2025-04-14T00:00:00.000Z",1394,5.8,5.8,360,409,409,23.8,23,23.2,54,75,124,123,1,1.7,11.5
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-13 00:00:00","2025-04-13T00:00:00.000Z",1394,1.9,1.9,206,410,410,23.8,23,23.1,54,75,88,92,1,0.3,4.9
90104,"Lycée Technique André Peytavin, Saint-Louis",,"Outdoor","airgradient:744dbdbecb74",true,"2025-04-12 00:00:00","2025-04-12T00:00:00.000Z",1392,1.5,1.5,191,410,410,23.9,23.1,23.2,55,76,85,87,1,0.1,3.6
