locationId,locationName,pm01,pm02,pm10,pm01_corrected,pm02_corrected,pm10_corrected,pm003Count,atmp,rhum,rco2,atmp_corrected,rhum_corrected,rco2_corrected,tvoc,wifi,timestamp,serialno,model,firmwareVersion,tvocIndex,noxIndex,datapoints
89441,Université de Thiès,0.0,0.5,1.234,0.0,0.5,1.234,162.3,30.7,49.065998,405.8,31.1,69.0,405.8,52.48157,-58.8,2025-08-02 18:35:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,53.966,1.0,5
89441,Université de Thiès,0.0,0.702,0.866,0.0,0.702,0.866,171.098,30.708,49.074,405.666,31.140001,69.0,405.666,55.985313,-60.0,2025-08-02 18:40:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,57.898003,1.0,5
89441,Université de Thiès,0.0,0.602,1.366,0.0,0.602,1.366,163.7,30.712,49.268,404.734,31.140001,69.2,404.734,54.433193,-59.4,2025-08-02 18:45:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,56.234,1.0,5
89441,Université de Thiès,0.0,0.634,1.166,0.0,0.634,1.166,176.534,30.696001,49.364,404.666,31.1,69.4,404.666,60.395218,-59.4,2025-08-02 18:50:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,63.034,1.0,5
89441,Université de Thiès,0.0,0.43400002,0.902,0.0,0.43400002,0.902,169.834,30.666,49.074,405.332,31.1,69.0,405.332,54.79404,-60.2,2025-08-02 18:55:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,56.634,1.0,5
89441,Université de Thiès,0.0,0.066,0.936,0.0,0.066,0.936,172.6,30.652,49.272,405.266,31.06,69.2,405.266,66.37074,-59.6,2025-08-02 19:00:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,69.736,1.0,5
89441,Université de Thiès,0.0,0.665,1.625,0.0,0.665,1.625,192.20999,30.635,49.1775,405.0,31.05,69.0,405.0,57.685772,-59.75,2025-08-02 19:05:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,60.0,1.0,4
89441,Université de Thiès,0.0,0.4,0.93200004,0.0,0.4,0.93200004,188.1,30.6,49.668,403.8,31.0,69.8,403.8,63.672825,-59.8,2025-08-02 19:10:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,66.55,1.0,5
89441,Université de Thiès,0.0,0.5,0.866,0.0,0.5,0.866,177.768,30.54,49.774002,402.8,30.94,70.0,402.8,80.65776,-58.6,2025-08-02 19:15:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,85.548004,1.0,5
89441,Université de Thiès,0.0,0.566,0.936,0.0,0.566,0.936,180.402,30.48,49.834,405.8,30.88,70.2,405.8,63.309486,-60.2,2025-08-02 19:20:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,66.2,1.0,5
89441,Université de Thiès,0.0,0.266,0.934,0.0,0.266,0.934,179.6,30.442,50.170002,405.534,30.84,70.4,405.534,69.26374,-59.2,2025-08-02 19:25:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,72.934,1.0,5
89441,Université de Thiès,0.0,0.3,1.0,0.0,0.3,1.0,169.532,30.404,50.194,404.0,30.8,70.4,404.0,53.553585,-59.6,2025-08-02 19:30:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,55.1,1.0,5
89441,Université de Thiès,0.0,0.83250004,1.125,0.0,0.83250004,1.125,179.375,30.3675,50.2975,404.1675,30.75,70.75,404.1675,43.805393,-60.25,2025-08-02 19:35:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,43.6675,1.0,4
89441,Université de Thiès,0.0,0.33200002,0.46600002,0.0,0.33200002,0.46600002,168.8,30.31,50.452,403.4,30.7,71.0,403.4,38.89283,-59.8,2025-08-02 19:40:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,37.784,1.0,5
89441,Université de Thiès,0.0,0.4,1.234,0.0,0.4,1.234,174.468,30.244,50.754,404.466,30.62,71.4,404.466,48.423214,-59.8,2025-08-02 19:45:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,48.884,1.0,5
89441,Université de Thiès,0.0,0.4,1.266,0.0,0.4,1.266,165.4,30.196001,50.256,404.2,30.58,70.8,404.2,41.133003,-59.2,2025-08-02 19:50:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,40.368,1.0,5
89441,Université de Thiès,0.0,0.46600002,1.6,0.0,0.46600002,1.6,171.034,30.128,50.772,403.934,30.46,71.2,403.934,32.012356,-60.8,2025-08-02 19:55:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,29.368,1.0,5
89441,Université de Thiès,0.0,0.366,0.96599996,0.0,0.366,0.96599996,185.234,30.1,50.988,403.068,30.4,71.6,403.068,44.34253,-60.4,2025-08-02 20:00:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,44.314003,1.0,5
89441,Université de Thiès,0.066,0.402,1.002,0.066,0.402,1.002,171.068,30.1,50.944,403.0,30.4,71.4,403.0,50.34292,-60.4,2025-08-02 20:05:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,51.418,1.0,5
89441,Université de Thiès,0.0,0.46,1.2925,0.0,0.46,1.2925,159.625,30.1,51.11,402.9175,30.4,71.75,402.9175,55.120842,-60.0,2025-08-02 20:10:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,56.9775,1.0,4
89441,Université de Thiès,0.0,0.16600001,0.76600003,0.0,0.16600001,0.76600003,183.4,30.1,50.986,403.6,30.4,71.6,403.6,54.7864,-60.6,2025-08-02 20:15:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,56.55,1.0,5
89441,Université de Thiès,0.0,0.734,1.7659999,0.0,0.734,1.7659999,187.4,30.04,50.91,404.266,30.359999,71.6,404.266,36.953655,-59.8,2025-08-02 20:20:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,35.432,1.0,5
89441,Université de Thiès,0.0,0.5,1.1,0.0,0.5,1.1,178.0,30.0,51.124,403.2,30.3,71.6,403.2,45.165367,-60.0,2025-08-02 20:25:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,45.284,1.0,5
89441,Université de Thiès,0.0,0.232,0.998,0.0,0.232,0.998,185.602,30.0,51.21,403.2,30.3,72.0,403.2,52.17704,-60.2,2025-08-02 20:30:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,53.6,1.0,5
89441,Université de Thiès,0.0,0.366,1.068,0.0,0.366,1.068,158.668,30.018,51.332,403.134,30.32,72.0,403.134,47.426746,-60.0,2025-08-02 20:35:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,48.016,1.0,5
89441,Université de Thiès,0.0,0.7525,0.9175,0.0,0.7525,0.9175,185.1675,30.0,51.42,403.0825,30.3,72.0,403.0825,52.04367,-60.5,2025-08-02 20:40:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,53.395,1.0,4
89441,Université de Thiès,0.0,0.30200002,1.268,0.0,0.30200002,1.268,175.266,29.99,51.46,402.802,30.3,72.2,402.802,56.114475,-60.2,2025-08-02 20:45:00+00:00,34b7daa1e1b0,O-1PST,3.3.9,57.766,1.0,5
